city,scenario,T_target_C,cycle_min,recovery_fraction,cop_efficiency_factor,fleet_units_autosized,total_chiller_on_hours,pct_year_chiller_on,wasted_block_hours,pct_chiller_on_hours_wasted,completed_cycles,total_water_L,total_water_L_per_day,total_heat_pump_elec_kWh
ATL,80C,80.0,120.0,0.85,0.45,2019143,1946,22.21461187214612,0.0,0.0,973,26144323.48412156,71628.28351814127,7367562.334373233
