city,scenario,T_target_C,cycle_min,recovery_fraction,cop_efficiency_factor,fleet_units_autosized,total_chiller_on_hours,pct_year_chiller_on,wasted_block_hours,pct_chiller_on_hours_wasted,completed_cycles,total_water_L,total_water_L_per_day,total_heat_pump_elec_kWh
PHX,60C,60.0,180.0,0.85,0.45,2115055,1893,21.60958904109589,0.0,0.0,631,9493303.059333142,26009.049477625045,1700618.0818923325
