city,scenario,T_target_C,cycle_min,recovery_fraction,cop_efficiency_factor,fleet_units_autosized,total_chiller_on_hours,pct_year_chiller_on,wasted_block_hours,pct_chiller_on_hours_wasted,completed_cycles,total_water_L,total_water_L_per_day,total_heat_pump_elec_kWh
MI,80C,80.0,120.0,0.85,0.45,1741595,4585,52.34018264840183,1.0,0.021810250817884406,2292,73034125.7822063,200093.49529371588,19581436.984343104
