datetime,Tdb_C,Twb_C,RH_frac,RH_percent,cond_flow,cond_Tin,waste_heat_kWh
2024-01-01 01:00:00,19.4,18.28426204085589,0.8988726463601411,89.88726463601411,0.0,24.994825451804456,0.0
2024-01-01 02:00:00,18.9,18.13355747288486,0.9291826152015066,92.91826152015065,0.0,24.994825451804456,0.0
2024-01-01 03:00:00,18.9,18.13355747288486,0.9291826152015066,92.91826152015065,0.0,24.994825451804456,0.0
2024-01-01 04:00:00,18.9,18.13355747288486,0.9291826152015066,92.91826152015065,0.0,24.994825451804456,0.0
2024-01-01 05:00:00,19.4,18.2838873447535,0.8988393828285398,89.88393828285398,1457.6702712617755,23.390800445733085,311.7496123194799
2024-01-01 06:00:00,18.9,18.46467454267976,0.9595306291323722,95.95306291323722,0.0,23.3636135812234,0.0
2024-01-01 07:00:00,18.9,18.13381623396472,0.9292061868988543,92.92061868988543,1457.6702712617755,24.70842103900275,8290.317933197754
2024-01-01 08:00:00,19.4,18.62381479088301,0.9292066858536161,92.92066858536161,0.0,23.25006120290937,106.64296657383106
2024-01-01 09:00:00,22.8,20.44628981930232,0.8079631279523698,80.79631279523699,1457.6702712617755,27.626556410003197,11866.451325409309
2024-01-01 10:00:00,25.0,21.11918466638174,0.706967654054589,70.69676540545889,0.0,25.557364344941774,386.99597398541107
2024-01-01 11:00:00,26.7,21.592542044468573,0.6363098426512293,63.630984265122926,1457.6702712617755,27.20053922446369,3384.4677521486287
2024-01-01 12:00:00,26.1,21.214554040650214,0.6463030273764,64.63030273764,1457.6702712617755,27.209982008716697,3195.591217779024
2024-01-01 13:00:00,27.2,21.551231870975453,0.605828843837556,60.5828843837556,1457.6702712617755,27.02779087617496,2480.3194853000164
2024-01-01 14:00:00,26.1,21.81971858084069,0.6866102336294038,68.66102336294037,1457.6702712617755,27.369379207830622,3782.9308104933993
2024-01-01 15:00:00,26.1,21.81846741859848,0.6865259401059851,68.6525940105985,1457.6702712617755,27.39289913458664,2976.696323343346
2024-01-01 16:00:00,25.6,22.098487901891925,0.7371213368365783,73.71213368365784,1457.6702712617755,27.809981083352163,3744.605938760983
2024-01-01 17:00:00,25.0,21.546069754529075,0.737116863433812,73.7116863433812,1457.6702712617755,27.01595612199316,2314.786529276325
2024-01-01 18:00:00,23.9,21.61576103980972,0.8179656567199527,81.79656567199527,1457.6702712617755,27.071829732831844,2380.1814826671152
2024-01-01 19:00:00,23.3,21.04754252923005,0.817962279711222,81.7962279711222,0.0,27.07300687506338,0.0
2024-01-01 20:00:00,22.8,20.83143258327143,0.8382269035214055,83.82269035214055,1457.6702712617755,26.056447243933388,1015.8538561349689
2024-01-01 21:00:00,22.8,20.83143258327143,0.8382269035214055,83.82269035214055,0.0,25.64281350682428,161.6774400031495
2024-01-01 22:00:00,23.3,21.04890044424483,0.8180673973688262,81.80673973688262,0.0,25.771082587079693,519.7580661134904
2024-01-01 23:00:00,22.2,20.634313689933823,0.8685498150124621,86.85498150124621,1457.6702712617755,25.846459133567635,396.7183502429528
2024-01-02 00:00:00,20.6,19.44963976729321,0.8988751329669329,89.88751329669329,1457.6702712617755,25.00903552694064,2745.8200020246104
2024-01-02 01:00:00,20.0,19.21185509758817,0.9292076597710067,92.92076597710067,0.0,24.994820910046403,0.0
2024-01-02 02:00:00,19.4,19.07006529989816,0.9696578338039091,96.96578338039092,0.0,24.994820910046403,0.0
2024-01-02 03:00:00,18.9,18.46467454267976,0.9595306291323722,95.95306291323722,0.0,24.994820910046403,0.0
2024-01-02 04:00:00,18.9,18.46467454267976,0.9595306291323722,95.95306291323722,0.0,24.994820910046403,0.0
2024-01-02 05:00:00,18.3,18.29998779296875,0.9999988380778507,99.99988380778507,0.0,24.994820910046403,0.0
2024-01-02 06:00:00,19.4,19.07006529989816,0.9696578338039091,96.96578338039092,1457.6702712617755,24.12069284439726,152.20369622335136
2024-01-02 07:00:00,18.9,18.89999389648437,0.9999994280014695,99.99994280014694,1457.6702712617755,26.620274930632384,14328.835468593164
2024-01-02 08:00:00,20.0,19.55259674710265,0.9595579297740966,95.95579297740966,0.0,26.662891842770712,0.0
2024-01-02 09:00:00,20.6,19.45000914764659,0.898906910063481,89.8906910063481,1457.6702712617755,26.97150286234313,13131.404934494736
2024-01-02 10:00:00,24.4,20.57460827322807,0.7070479790139113,70.70479790139113,0.0,24.771440706622,1470.870062756769
2024-01-02 11:00:00,26.1,21.21747173740326,0.6464951502320573,64.64951502320572,0.0,24.736824131097364,0.0
2024-01-02 12:00:00,27.2,20.230437579408942,0.5253253568273691,52.53253568273691,0.0,24.73958540050439,0.0
2024-01-02 13:00:00,27.2,19.189918342579176,0.46466580449916006,46.46658044991601,0.0,24.73958540050439,0.0
2024-01-02 14:00:00,28.9,24.82721871293035,0.716936095567843,71.6936095567843,0.0,24.73958540050439,0.0
2024-01-02 15:00:00,28.9,23.36998138282796,0.6260447066899131,62.60447066899131,1457.6702712617755,30.80516184330052,13451.712874142515
2024-01-02 16:00:00,25.6,20.617522124554576,0.6360998893454355,63.60998893454355,0.0,30.907968223686893,0.0
2024-01-02 17:00:00,25.0,20.38576820273909,0.6562923868050478,65.62923868050477,0.0,30.907968223686893,0.0
2024-01-02 18:00:00,23.9,20.11761325809985,0.7068774471605459,70.6877447160546,1457.6702712617755,25.8517329849846,3076.782190706522
2024-01-02 19:00:00,23.3,19.982854331393,0.7371784291387102,73.71784291387102,0.0,25.766034082633716,0.0
2024-01-02 20:00:00,22.2,19.623990081898484,0.7877565976698749,78.77565976698749,0.0,25.766034082633716,0.0
2024-01-02 21:00:00,22.2,19.623990081898484,0.7877565976698749,78.77565976698749,0.0,25.766034082633716,0.0
2024-01-02 22:00:00,22.2,19.623990081898484,0.7877565976698749,78.77565976698749,0.0,25.766034082633716,0.0
2024-01-02 23:00:00,20.6,19.80019064104396,0.9292305366803187,92.92305366803187,1457.6702712617755,25.61657055068428,4186.140855827671
2024-01-03 00:00:00,20.0,19.21211037413516,0.9292302535233891,92.92302535233891,1457.6702712617755,24.79796250621797,2910.6709210454032
2024-01-03 01:00:00,20.0,19.21211037413516,0.9292302535233891,92.92302535233891,0.0,24.784130730552484,0.0
2024-01-03 02:00:00,20.0,18.866925101223327,0.8988742342529088,89.88742342529088,1457.6702712617755,24.3078297595058,2211.0451975608285
2024-01-03 03:00:00,20.0,19.21185509758817,0.9292076597710067,92.92076597710067,0.0,24.1575495294867,413.2726750144034
2024-01-03 04:00:00,20.0,19.552450270202748,0.9595447998004367,95.95447998004367,0.0,24.37259427915164,944.2319059967417
2024-01-03 05:00:00,20.0,19.552450270202748,0.9595447998004367,95.95447998004367,0.0,24.48859147794274,825.8695544976681
2024-01-03 06:00:00,20.0,19.21211037413516,0.9292302535233891,92.92302535233891,1457.6702712617755,24.33787155161815,613.4737851041518
2024-01-03 07:00:00,20.0,19.21211037413516,0.9292302535233891,92.92302535233891,1457.6702712617755,25.77056409448981,8226.45140510148
2024-01-03 08:00:00,20.6,19.80043934133465,0.9292522140778777,92.92522140778777,1457.6702712617755,24.86486085879022,815.4843356212283
2024-01-03 09:00:00,23.3,20.656079823783585,0.7878824397318898,78.78824397318897,1457.6702712617755,27.280084950489808,8732.120649840512
2024-01-03 10:00:00,25.0,21.121509604498915,0.7071305383743312,70.71305383743311,0.0,27.32128812527153,0.0
2024-01-03 11:00:00,26.1,21.522197536432667,0.6666780241779883,66.66780241779882,1457.6702712617755,26.80424641095912,1489.348981520177
2024-01-03 12:00:00,26.1,21.21747173740326,0.6464951502320573,64.64951502320572,1457.6702712617755,26.89485323435452,3215.080897239294
2024-01-03 13:00:00,26.1,21.216010371997605,0.6463989204098064,64.63989204098064,1457.6702712617755,26.59981501108081,1960.7591990943895
2024-01-03 14:00:00,26.7,20.95701076672666,0.5958328384598904,59.583283845989044,1457.6702712617755,26.443617260123407,2496.736008654073
2024-01-03 15:00:00,26.7,20.95701076672666,0.5958328384598904,59.583283845989044,1457.6702712617755,26.319919733626552,1872.9936351274785
2024-01-03 16:00:00,26.7,20.634246489544022,0.5756458146257543,57.564581462575426,1457.6702712617755,25.937891028957257,1525.0270972624278
2024-01-03 17:00:00,25.0,19.48303763151318,0.5958087146823708,59.580871468237085,0.0,25.93145076517446,0.0
2024-01-03 18:00:00,23.9,20.53582028012717,0.7372584201314489,73.7258420131449,1457.6702712617755,25.65466359576244,1010.0921341122499
2024-01-03 19:00:00,23.3,20.65447021833083,0.7877596733271396,78.77596733271396,0.0,25.6499722878063,0.0
2024-01-03 20:00:00,22.8,20.44628981930232,0.8079631279523698,80.79631279523699,0.0,25.25167720563137,894.0538014930243
2024-01-03 21:00:00,22.8,20.44628981930232,0.8079631279523698,80.79631279523699,0.0,25.337526608816813,114.6116308716277
2024-01-03 22:00:00,22.2,20.635267692811382,0.8686275637360811,86.86275637360811,0.0,25.517886731748504,949.5547089471875
2024-01-03 23:00:00,21.7,20.15361618037609,0.8685883416987518,86.85883416987518,1457.6702712617755,26.327801798798134,6118.823795382833
2024-01-04 00:00:00,20.6,19.45000914764659,0.898906910063481,89.8906910063481,1457.6702712617755,25.13335018639721,3371.050343489703
2024-01-04 01:00:00,20.6,19.44963976729321,0.8988751329669329,89.88751329669329,0.0,25.11287344699788,0.0
2024-01-04 02:00:00,20.0,18.866925101223327,0.8988742342529088,89.88742342529088,1457.6702712617755,24.120693902217464,1176.1726251954128
2024-01-04 03:00:00,20.0,18.866925101223327,0.8988742342529088,89.88742342529088,0.0,24.10387729976356,0.0
2024-01-04 04:00:00,20.6,19.799937626405743,0.9292084834395228,92.92084834395227,0.0,24.2448067975352,964.9852107281293
2024-01-04 05:00:00,20.6,19.44963976729321,0.8988751329669329,89.88751329669329,0.0,24.243759821375644,767.1596528238155
2024-01-04 06:00:00,19.4,19.07006529989816,0.9696578338039091,96.96578338039092,0.0,24.24370159066861,0.0
2024-01-04 07:00:00,19.4,19.07006529989816,0.9696578338039091,96.96578338039092,1457.6702712617755,24.780761806493366,3711.824744623611
