city,scenario,T_target_C,cycle_min,recovery_fraction,cop_efficiency_factor,fleet_units_autosized,total_chiller_on_hours,pct_year_chiller_on,wasted_block_hours,pct_chiller_on_hours_wasted,completed_cycles,total_water_L,total_water_L_per_day,total_heat_pump_elec_kWh
CHI,80C,80.0,120.0,0.85,0.45,1831407,1045,11.929223744292237,1.0,0.09569377990430622,522,12333071.715569291,33789.23757690217,3552628.8727419768
