month,Monthly_Mean_RH_percent,Monthly_Mean_Tdb_C,Chiller_On_Hours,Total_Water_L,Total_HeatPump_Elec_kWh,Completed_Cycles,Mean_COP,city,scenario,T_target_C
1,70.62610974286045,-4.646908602150538,0,0.0,0.0,0.0,,CHI,80C,80.0
2,65.83803383524234,-2.5251114413075784,0,0.0,0.0,0.0,,CHI,80C,80.0
3,70.1423823634028,3.829878869448183,0,0.0,0.0,0.0,,CHI,80C,80.0
4,68.87044411615675,9.938611111111111,51,943378.2578224393,283142.2132883565,26.0,2.909710291824141,CHI,80C,80.0
5,62.657508272805515,15.297177419354838,41,379262.49455732317,117438.10435603822,20.0,2.836622297071584,CHI,80C,80.0
6,61.880198204430194,21.11,155,2200649.484134965,642600.7721807022,78.0,2.9676550967244864,CHI,80C,80.0
7,73.33494289840384,24.12956989247312,388,4903973.727843207,1362404.1744073115,194.0,3.0750140863594986,CHI,80C,80.0
8,73.79650197921215,21.780376344086022,279,2593828.5371037805,747499.4755039277,139.0,2.9713783648281025,CHI,80C,80.0
9,74.22207378493212,18.142083333333332,116,1202202.9078184562,364849.0441859541,58.0,2.8761390508691305,CHI,80C,80.0
10,68.10821405873749,10.983198924731182,1,23004.248333540716,7325.641521067229,1.0,2.7599452883267643,CHI,80C,80.0
11,74.38707397723385,4.739305555555556,14,86772.05795557771,27369.447298619452,6.0,2.781552569560784,CHI,80C,80.0
12,74.58115160526508,-3.673790322580645,0,0.0,0.0,0.0,,CHI,80C,80.0
